episode,total_reward,avg_loss
149,271.283,0.0
150,253.2075,0.0
151,118.8053,0.0
152,379.9125,0.0
153,185.5753,0.0
154,139.5698,0.0
155,105.594,0.0
156,248.4677,0.0
157,289.5268,0.0
158,241.1475,0.0
159,218.949,0.0
160,197.4763,0.0
161,204.658,0.0
162,184.164,0.0
163,157.0707,0.0
164,170.7785,0.0
165,206.8092,0.0
166,195.2125,0.0
167,262.2797,0.0
168,236.83,0.0
169,170.6543,0.0
170,171.1725,0.0
171,318.0805,0.0
172,40.4953,0.0
173,163.6575,0.0
174,140.7763,0.0
175,295.8587,0.0
176,82.873,0.0
177,170.1887,0.0
178,336.605,0.0
179,101.493,0.0
180,283.673,0.0
181,142.4915,0.0
182,147.911,0.0
183,167.342,0.0
184,270.2885,0.0
185,232.3588,0.0
186,50.0888,0.0
187,43.6722,0.0
188,83.0015,0.0
189,154.359,0.0
190,114.3138,0.0
191,194.4222,0.0
192,171.3167,0.0
193,164.341,0.0
194,306.2315,0.0
195,104.2358,0.0
196,191.6895,0.0
197,317.3428,0.0
198,313.9145,0.0
199,306.059,0.0
200,366.1998,0.0
201,294.8263,0.0
202,316.6727,0.0
203,120.4307,0.0
204,69.8488,0.0
205,201.0742,0.0
206,290.5647,0.0
207,72.3582,0.0
208,263.577,0.0
209,192.8325,0.0
210,179.239,0.0
211,325.594,0.0
212,111.32,0.0
213,278.2895,0.0
214,282.9468,0.0
215,151.402,0.0
216,225.334,0.0
217,218.8555,0.0
218,222.034,0.0
219,366.9878,0.0
220,319.0387,0.0
221,377.4862,0.0
222,211.3732,0.0
223,95.5855,0.0
224,358.6163,0.0
225,125.1532,0.0
226,373.0943,0.0
227,194.173,0.0
228,286.2008,0.0
229,343.4722,0.0
230,258.4547,0.0
231,141.5922,0.0
232,280.998,0.0
233,259.36,0.0
234,373.7117,0.0
235,280.5345,0.0
236,335.8292,0.0
237,321.4397,0.0
238,206.6323,0.0
239,312.5992,0.0
240,359.6118,0.0
241,276.5345,0.0
242,298.6457,0.0
243,329.0315,0.0
244,359.354,0.0
245,290.8867,0.0
246,273.1963,0.0
247,274.4085,0.0
248,329.3218,0.0
249,386.1923,0.0
250,286.5557,0.0
251,286.8903,0.0
252,309.1045,0.0
253,195.5173,0.0
254,224.9975,0.0
255,209.3967,0.0
256,304.2715,0.0
257,312.019,0.0
258,328.7455,0.0
259,261.5042,0.0
260,383.235,0.0
261,340.2908,0.0
262,361.2727,0.0
263,368.6732,0.0
264,269.3795,0.0
265,308.1323,0.0
266,296.5238,0.0
267,382.135,0.0
268,369.9855,0.0
269,351.875,0.0
270,161.707,0.0
271,399.206,0.0
272,201.4775,0.0
273,400.0225,0.0
274,132.5767,0.0
275,187.1715,0.0
276,130.4623,0.0
277,302.7735,0.0
278,252.147,0.0
279,303.7657,0.0
280,407.863,0.0
281,124.3375,0.0
282,98.6878,0.0
283,315.797,0.0
284,207.5255,0.0
285,320.9922,0.0
286,370.7573,0.0
287,351.389,0.0
288,290.3415,0.0
289,172.0822,0.0
290,301.0885,0.0
291,176.9792,0.0
292,96.2377,0.0
293,314.643,0.0
294,301.295,0.0
295,422.5892,0.0
296,492.4367,0.0
297,263.2135,0.0
298,393.1615,0.0
299,72.003,0.0
300,309.3615,0.0
