algorithm,seed,episode,reward
qmix,999,94,-952.2821
qmix,999,95,-820.3728
qmix,999,96,-757.8853
qmix,999,97,-942.3088
qmix,999,98,-839.2743
qmix,999,99,-724.0726
qmix,999,100,-901.6273
qmix,999,101,-694.9109
qmix,999,102,-672.7239
qmix,999,103,-755.7091
qmix,999,104,-795.3343
qmix,999,105,-924.0729
qmix,999,106,-874.7915
qmix,999,107,-632.2598
qmix,999,108,-555.346
qmix,999,109,-411.3048
qmix,999,110,-968.6302
qmix,999,111,-756.1896
qmix,999,112,-907.9908
qmix,999,113,-1070.3436
qmix,999,114,-620.5628
qmix,999,115,-722.12
qmix,999,116,-939.6128
qmix,999,117,-726.3717
qmix,999,118,-1141.3605
qmix,999,119,-977.281
qmix,999,120,-925.6579
qmix,999,121,-749.9295
qmix,999,122,-705.6698
qmix,999,123,-917.406
qmix,999,124,-839.3217
qmix,999,125,-813.6582
qmix,999,126,-760.6889
qmix,999,127,-885.0214
qmix,999,128,-935.0176
qmix,999,129,-955.3725
qmix,999,130,-952.5333
qmix,999,131,-937.6143
qmix,999,132,-993.4411
qmix,999,133,-854.4545
qmix,999,134,-824.8581
qmix,999,135,-936.1712
qmix,999,136,-855.7027
qmix,999,137,-1002.4122
qmix,999,138,-949.2201
qmix,999,139,-880.6243
qmix,999,140,-930.4793
qmix,999,141,-884.2387
qmix,999,142,-993.5951
qmix,999,143,-1007.9735
qmix,999,144,-1028.4841
qmix,999,145,-909.8093
qmix,999,146,-1016.773
qmix,999,147,-1149.7776
qmix,999,148,-890.7163
qmix,999,149,-820.4802
qmix,999,150,-987.5622
qmix,999,151,-662.6036
qmix,999,152,-1027.3546
qmix,999,153,-962.8986
qmix,999,154,-1132.0536
qmix,999,155,-896.3488
qmix,999,156,-764.0251
qmix,999,157,-1155.3823
qmix,999,158,-978.4935
qmix,999,159,-1012.8893
qmix,999,160,-1064.8619
qmix,999,161,-1123.2754
qmix,999,162,-1123.1715
qmix,999,163,-731.6834
qmix,999,164,-1130.482
qmix,999,165,-1095.8793
qmix,999,166,-1122.5378
qmix,999,167,-1073.519
qmix,999,168,-1094.901
qmix,999,169,-942.6518
qmix,999,170,-885.7833
qmix,999,171,-1087.8305
qmix,999,172,-970.8714
qmix,999,173,-1155.0544
qmix,999,174,-927.2875
qmix,999,175,-1060.359
qmix,999,176,-1018.4467
qmix,999,177,-1030.0815
qmix,999,178,-853.6478
qmix,999,179,-1113.3732
qmix,999,180,-993.0341
qmix,999,181,-960.4614
qmix,999,182,-902.8901
qmix,999,183,-1115.8305
qmix,999,184,-1449.4383
qmix,999,185,-911.4603
qmix,999,186,-1081.4512
qmix,999,187,-1259.7757
qmix,999,188,-1210.2443
qmix,999,189,-1045.5409
qmix,999,190,-1053.2369
qmix,999,191,-1160.0475
qmix,999,192,-1131.7284
qmix,999,193,-1295.7313
qmix,999,194,-1168.3423
qmix,999,195,-1058.424
qmix,999,196,-859.3972
qmix,999,197,-1004.2171
qmix,999,198,-1017.6556
qmix,999,199,-1149.8779
qmix,999,200,-1023.0825
mappo,42,1,-122.9167
mappo,42,2,-46.2067
mappo,42,3,-275.6071
mappo,42,4,-72.6044
mappo,42,5,-73.9383
mappo,42,6,-56.1618
mappo,42,7,-234.3529
mappo,42,8,-470.825
mappo,42,9,-562.3791
mappo,42,10,-83.0157
mappo,42,11,-89.0268
mappo,42,12,-63.7727
mappo,42,13,-79.8989
mappo,42,14,-68.7665
mappo,42,15,-68.07
mappo,42,16,-208.7724
mappo,42,17,-295.4746
mappo,42,18,-61.9172
mappo,42,19,-43.7861
mappo,42,20,34.0837
mappo,42,21,-472.9114
mappo,42,22,-151.0423
mappo,42,23,-64.007
mappo,42,24,-297.5863
mappo,42,25,-31.6304
mappo,42,26,-3.7183
mappo,42,27,-40.8648
mappo,42,28,-55.2946
mappo,42,29,-278.2822
mappo,42,30,-76.368
mappo,42,31,-79.4378
mappo,42,32,-79.0554
mappo,42,33,-65.652
mappo,42,34,-26.9602
mappo,42,35,-44.409
mappo,42,36,-36.5773
mappo,42,37,-43.4744
mappo,42,38,-37.3076
mappo,42,39,-8.2963
mappo,42,40,-726.059
mappo,42,41,10.8847
mappo,42,42,15.9142
mappo,42,43,34.2173
mappo,42,44,-344.6011
mappo,42,45,-446.5601
mappo,42,46,59.994
mappo,42,47,32.0379
mappo,42,48,19.665
mappo,42,49,-88.7495
mappo,42,50,-273.9175
mappo,42,51,33.8646
mappo,42,52,104.2988
mappo,42,53,-126.9946
mappo,42,54,55.9719
mappo,42,55,67.8215
mappo,42,56,49.6942
mappo,42,57,-202.0432
mappo,42,58,31.4693
mappo,42,59,64.5303
mappo,42,60,54.7789
mappo,42,61,79.5051
mappo,42,62,129.6256
mappo,42,63,47.034
mappo,42,64,38.2627
mappo,42,65,-273.9672
mappo,42,66,40.9487
mappo,42,67,16.7348
mappo,42,68,57.5112
mappo,42,69,191.9597
mappo,42,70,15.8499
mappo,42,71,166.2205
mappo,42,72,90.2223
mappo,42,73,115.1185
mappo,42,74,43.1336
mappo,42,75,19.4865
mappo,42,76,10.3259
mappo,42,77,184.3033
mappo,42,78,66.5679
mappo,42,79,106.0335
mappo,42,80,35.5463
mappo,42,81,150.9647
mappo,42,82,157.6896
mappo,42,83,88.8016
mappo,42,84,139.8487
mappo,42,85,166.9366
mappo,42,86,138.8708
mappo,42,87,147.9041
mappo,42,88,174.8481
mappo,42,89,183.5725
mappo,42,90,127.268
mappo,42,91,178.4344
mappo,42,92,152.233
mappo,42,93,173.3013
mappo,42,94,171.0228
mappo,42,95,148.6059
mappo,42,96,162.3076
mappo,42,97,205.7386
mappo,42,98,215.945
mappo,42,99,264.2702
mappo,42,100,180.4211
mappo,42,101,227.5366
mappo,42,102,240.6208
mappo,42,103,227.5058
mappo,42,104,199.9307
mappo,42,105,229.5694
mappo,42,106,225.7552
mappo,42,107,242.095
mappo,42,108,275.668
mappo,42,109,255.2755
mappo,42,110,233.1443
mappo,42,111,215.6531
mappo,42,112,237.1506
mappo,42,113,238.2782
mappo,42,114,208.453
mappo,42,115,187.4587
mappo,42,116,204.5606
mappo,42,117,205.5521
mappo,42,118,203.2026
mappo,42,119,204.0872
mappo,42,120,230.465
mappo,42,121,238.897
mappo,42,122,214.0983
mappo,42,123,178.514
mappo,42,124,189.9827
mappo,42,125,252.6983
mappo,42,126,221.0547
mappo,42,127,219.2365
mappo,42,128,206.4707
mappo,42,129,234.7956
mappo,42,130,194.7207
mappo,42,131,204.6101
mappo,42,132,235.0328
mappo,42,133,236.9788
mappo,42,134,202.583
mappo,42,135,175.6029
mappo,42,136,176.7394
mappo,42,137,200.0616
mappo,42,138,152.1625
mappo,42,139,200.3557
mappo,42,140,116.674
mappo,42,141,172.6902
mappo,42,142,187.3081
mappo,42,143,174.074
mappo,42,144,129.3847
mappo,42,145,187.8099
mappo,42,146,176.1126
mappo,42,147,224.5258
mappo,42,148,228.5612
mappo,42,149,183.502
mappo,42,150,212.7916
mappo,42,151,224.9467
mappo,42,152,154.5668
mappo,42,153,204.6783
mappo,42,154,244.9467
mappo,42,155,204.9097
mappo,42,156,263.6818
mappo,42,157,231.2717
mappo,42,158,246.1944
mappo,42,159,248.4594
mappo,42,160,302.7203
mappo,42,161,283.1559
mappo,42,162,223.0534
mappo,42,163,224.7963
mappo,42,164,212.3347
mappo,42,165,309.9699
mappo,42,166,302.4103
mappo,42,167,307.4683
mappo,42,168,259.5469
mappo,42,169,239.2188
mappo,42,170,227.768
mappo,42,171,209.5591
mappo,42,172,274.0912
mappo,42,173,310.092
mappo,42,174,255.8066
mappo,42,175,299.9578
mappo,42,176,259.0764
mappo,42,177,270.0481
mappo,42,178,257.4376
mappo,42,179,246.7323
mappo,42,180,328.9838
mappo,42,181,308.4243
mappo,42,182,293.9308
mappo,42,183,282.034
mappo,42,184,271.8524
mappo,42,185,238.7947
mappo,42,186,235.0272
mappo,42,187,280.4917
mappo,42,188,184.63
mappo,42,189,276.3104
mappo,42,190,269.2774
mappo,42,191,199.8737
mappo,42,192,230.0859
mappo,42,193,253.0374
mappo,42,194,262.9455
mappo,42,195,260.6631
mappo,42,196,200.497
mappo,42,197,220.7596
mappo,42,198,315.0817
mappo,42,199,275.2615
mappo,42,200,287.8632
mappo,123,1,-21.7362
mappo,123,2,-238.3342
mappo,123,3,-92.8355
mappo,123,4,-82.8847
mappo,123,5,-47.6735
mappo,123,6,-82.734
mappo,123,7,-120.7367
mappo,123,8,-58.6723
mappo,123,9,-85.1637
mappo,123,10,-118.2283
mappo,123,11,-30.7443
mappo,123,12,-107.9006
mappo,123,13,-80.0414
mappo,123,14,-132.5032
mappo,123,15,-53.8039
mappo,123,16,48.4221
mappo,123,17,-99.39
mappo,123,18,-42.662
mappo,123,19,-37.7294
mappo,123,20,-74.151
mappo,123,21,-19.4967
mappo,123,22,-39.8712
mappo,123,23,-230.9541
mappo,123,24,-42.3817
mappo,123,25,95.2088
mappo,123,26,5.0292
mappo,123,27,-250.6374
mappo,123,28,-189.7047
mappo,123,29,-61.3895
mappo,123,30,-40.5697
mappo,123,31,-3.7649
mappo,123,32,-127.0031
mappo,123,33,-387.9199
mappo,123,34,19.769
mappo,123,35,81.4571
mappo,123,36,0.4256
mappo,123,37,28.8156
mappo,123,38,-39.902
mappo,123,39,19.5517
mappo,123,40,56.4863
mappo,123,41,56.5041
mappo,123,42,-7.7686
mappo,123,43,19.9681
mappo,123,44,-4.0803
mappo,123,45,66.5032
mappo,123,46,118.3992
mappo,123,47,99.026
mappo,123,48,92.6412
mappo,123,49,144.1176
mappo,123,50,155.3753
mappo,123,51,163.1107
mappo,123,52,113.1315
mappo,123,53,187.7974
mappo,123,54,190.7656
mappo,123,55,177.9336
mappo,123,56,177.24
mappo,123,57,171.4317
mappo,123,58,89.9561
mappo,123,59,152.778
mappo,123,60,153.8971
mappo,123,61,184.0601
mappo,123,62,213.0718
mappo,123,63,202.56
mappo,123,64,202.1364
mappo,123,65,155.9618
mappo,123,66,170.7691
mappo,123,67,184.5481
mappo,123,68,121.5717
mappo,123,69,45.6199
mappo,123,70,168.3556
mappo,123,71,107.6563
mappo,123,72,151.1643
mappo,123,73,167.4155
mappo,123,74,195.9533
mappo,123,75,121.0199
mappo,123,76,141.7608
mappo,123,77,138.8104
mappo,123,78,216.6597
mappo,123,79,100.6357
mappo,123,80,120.5075
mappo,123,81,264.6252
mappo,123,82,238.6796
mappo,123,83,227.7252
mappo,123,84,200.4405
mappo,123,85,138.434
mappo,123,86,233.1919
mappo,123,87,208.2149
mappo,123,88,196.9036
mappo,123,89,175.7629
mappo,123,90,198.3112
mappo,123,91,184.917
mappo,123,92,161.054
mappo,123,93,141.7983
mappo,123,94,11.9809
mappo,123,95,127.7336
mappo,123,96,180.2331
mappo,123,97,168.3112
mappo,123,98,203.5117
mappo,123,99,252.0527
mappo,123,100,192.2031
mappo,123,101,90.3106
mappo,123,102,111.0556
mappo,123,103,117.0861
mappo,123,104,158.8521
mappo,123,105,206.9849
mappo,123,106,-4.8299
mappo,123,107,192.7385
mappo,123,108,151.7483
mappo,123,109,228.8887
mappo,123,110,188.1511
mappo,123,111,146.3501
mappo,123,112,162.1215
mappo,123,113,156.6603
mappo,123,114,251.6117
mappo,123,115,235.2839
mappo,123,116,187.514
mappo,123,117,222.1877
mappo,123,118,261.2674
mappo,123,119,-89.3614
mappo,123,120,95.361
mappo,123,121,176.0071
mappo,123,122,218.1451
mappo,123,123,201.8424
mappo,123,124,181.2583
mappo,123,125,219.001
mappo,123,126,164.9025
mappo,123,127,186.1987
mappo,123,128,227.5319
mappo,123,129,238.3733
mappo,123,130,276.9152
mappo,123,131,225.1462
mappo,123,132,321.4197
mappo,123,133,253.913
mappo,123,134,248.2452
mappo,123,135,237.1309
mappo,123,136,186.4723
mappo,123,137,255.2074
mappo,123,138,240.2127
mappo,123,139,210.7765
mappo,123,140,153.4065
mappo,123,141,207.0889
mappo,123,142,274.9533
mappo,123,143,211.1052
mappo,123,144,217.7625
mappo,123,145,264.7434
mappo,123,146,240.5844
mappo,123,147,214.6094
mappo,123,148,286.9979
mappo,123,149,231.4978
mappo,123,150,267.4911
mappo,123,151,254.3519
mappo,123,152,249.5844
mappo,123,153,279.6385
mappo,123,154,288.4994
mappo,123,155,337.8856
mappo,123,156,321.1853
mappo,123,157,268.0207
mappo,123,158,276.7915
mappo,123,159,328.3057
mappo,123,160,296.8497
mappo,123,161,289.2749
mappo,123,162,304.5333
mappo,123,163,299.8127
mappo,123,164,302.5131
mappo,123,165,275.0565
mappo,123,166,312.8546
mappo,123,167,338.4804
mappo,123,168,223.9085
mappo,123,169,251.5174
mappo,123,170,195.7271
mappo,123,171,237.4304
mappo,123,172,247.2007
mappo,123,173,303.2657
mappo,123,174,293.8972
mappo,123,175,291.881
mappo,123,176,230.446
mappo,123,177,252.5511
mappo,123,178,289.0969
mappo,123,179,270.0829
mappo,123,180,311.2071
mappo,123,181,278.9575
mappo,123,182,294.7878
mappo,123,183,271.8482
mappo,123,184,238.2263
mappo,123,185,198.3843
mappo,123,186,183.3154
mappo,123,187,253.0247
mappo,123,188,190.1543
mappo,123,189,260.6639
mappo,123,190,235.7168
mappo,123,191,214.784
mappo,123,192,265.7974
mappo,123,193,198.9774
mappo,123,194,210.5492
mappo,123,195,259.8453
mappo,123,196,253.3747
mappo,123,197,259.83
mappo,123,198,309.5425
mappo,123,199,248.8791
mappo,123,200,278.6031
mappo,999,1,-91.2221
mappo,999,2,-328.6612
mappo,999,3,-153.8369
mappo,999,4,-79.5327
mappo,999,5,-57.658
mappo,999,6,-42.6311
mappo,999,7,-98.2979
mappo,999,8,-60.3473
mappo,999,9,-44.4899
mappo,999,10,29.3638
mappo,999,11,-611.6901
mappo,999,12,-63.5682
mappo,999,13,-96.2428
mappo,999,14,-65.7059
mappo,999,15,-108.9848
mappo,999,16,-56.731
mappo,999,17,-79.3114
mappo,999,18,-33.0882
mappo,999,19,-30.7914
mappo,999,20,-170.6486
mappo,999,21,-34.0271
mappo,999,22,-6.9027
mappo,999,23,-208.0075
mappo,999,24,-660.0365
mappo,999,25,-849.1225
mappo,999,26,-2.823
mappo,999,27,-40.0024
mappo,999,28,-97.98
mappo,999,29,17.2202
mappo,999,30,49.4922
mappo,999,31,8.6271
mappo,999,32,66.158
mappo,999,33,22.0296
mappo,999,34,130.1412
mappo,999,35,72.1741
mappo,999,36,148.8665
mappo,999,37,175.9066
mappo,999,38,135.1557
mappo,999,39,123.6894
mappo,999,40,37.3685
mappo,999,41,151.198
mappo,999,42,171.7758
mappo,999,43,186.301
mappo,999,44,-92.2073
mappo,999,45,218.1818
mappo,999,46,233.3232
mappo,999,47,196.2065
mappo,999,48,208.8667
mappo,999,49,230.2611
mappo,999,50,273.5094
mappo,999,51,216.1135
mappo,999,52,234.3142
mappo,999,53,204.416
mappo,999,54,205.8307
mappo,999,55,242.3144
mappo,999,56,268.8234
mappo,999,57,189.1867
mappo,999,58,266.4156
mappo,999,59,194.9654
mappo,999,60,231.4101
mappo,999,61,205.0155
mappo,999,62,246.6771
mappo,999,63,176.316
mappo,999,64,193.702
mappo,999,65,188.5783
mappo,999,66,258.2625
mappo,999,67,229.1715
mappo,999,68,229.147
mappo,999,69,239.9608
mappo,999,70,199.6938
mappo,999,71,187.5879
mappo,999,72,232.8789
mappo,999,73,208.7906
mappo,999,74,237.0906
mappo,999,75,179.3128
mappo,999,76,212.9851
mappo,999,77,226.3957
mappo,999,78,260.8812
mappo,999,79,230.0027
mappo,999,80,196.1431
mappo,999,81,235.2134
mappo,999,82,203.4719
mappo,999,83,214.4322
mappo,999,84,210.5845
mappo,999,85,235.2831
mappo,999,86,224.3448
mappo,999,87,247.8808
mappo,999,88,235.3843
mappo,999,89,172.8501
mappo,999,90,206.6978
mappo,999,91,232.6711
mappo,999,92,183.3168
mappo,999,93,114.8052
mappo,999,94,223.9941
mappo,999,95,68.6968
mappo,999,96,211.7716
mappo,999,97,74.7705
mappo,999,98,222.1863
mappo,999,99,177.8882
mappo,999,100,163.1732
mappo,999,101,103.005
mappo,999,102,154.0827
mappo,999,103,199.8102
mappo,999,104,103.6334
mappo,999,105,165.6958
mappo,999,106,246.8889
mappo,999,107,202.0692
mappo,999,108,30.8476
mappo,999,109,201.6974
mappo,999,110,86.6717
mappo,999,111,191.8014
mappo,999,112,233.8252
mappo,999,113,204.2148
mappo,999,114,164.2725
mappo,999,115,189.3157
mappo,999,116,207.9348
mappo,999,117,182.491
mappo,999,118,180.5992
mappo,999,119,219.8255
mappo,999,120,227.3916
mappo,999,121,236.8146
mappo,999,122,224.6314
mappo,999,123,236.3173
mappo,999,124,230.8488
mappo,999,125,208.8774
mappo,999,126,210.8759
mappo,999,127,240.1985
mappo,999,128,215.0016
mappo,999,129,243.9572
mappo,999,130,244.4559
mappo,999,131,235.7901
mappo,999,132,234.5584
mappo,999,133,271.0597
mappo,999,134,250.3355
mappo,999,135,265.8352
mappo,999,136,253.7378
mappo,999,137,252.1318
mappo,999,138,248.4881
mappo,999,139,247.2751
mappo,999,140,245.3555
mappo,999,141,246.998
mappo,999,142,258.012
mappo,999,143,276.0361
mappo,999,144,241.0476
mappo,999,145,275.1224
mappo,999,146,252.2641
mappo,999,147,261.0707
mappo,999,148,269.7838
mappo,999,149,258.8944
mappo,999,150,255.7576
mappo,999,151,259.1932
mappo,999,152,268.8146
mappo,999,153,265.1212
mappo,999,154,256.754
mappo,999,155,273.6579
mappo,999,156,269.8813
mappo,999,157,264.0508
mappo,999,158,283.0386
mappo,999,159,259.067
mappo,999,160,271.2767
mappo,999,161,274.765
mappo,999,162,251.3133
mappo,999,163,281.6827
mappo,999,164,271.8401
mappo,999,165,262.0256
mappo,999,166,281.545
mappo,999,167,270.1217
mappo,999,168,258.5805
mappo,999,169,246.9002
mappo,999,170,248.7158
mappo,999,171,251.5576
mappo,999,172,257.3217
mappo,999,173,256.8885
mappo,999,174,261.8723
mappo,999,175,260.6905
mappo,999,176,249.8192
mappo,999,177,246.5914
mappo,999,178,248.6815
mappo,999,179,248.6921
mappo,999,180,266.8134
mappo,999,181,274.6905
mappo,999,182,270.3677
mappo,999,183,282.892
mappo,999,184,264.3081
mappo,999,185,259.1778
mappo,999,186,254.942
mappo,999,187,255.0301
mappo,999,188,249.1668
mappo,999,189,268.2956
mappo,999,190,262.2622
mappo,999,191,261.6507
mappo,999,192,266.7876
mappo,999,193,261.0366
mappo,999,194,261.087
mappo,999,195,272.3967
mappo,999,196,259.6509
mappo,999,197,262.2299
mappo,999,198,262.1557
mappo,999,199,277.0629
mappo,999,200,271.6915
